Transaction ID,Financial Institution,Payment Type,Amount,Currency,Vendor,Tags,Date
515488,Wells Fargo,Wire Transfer,1911.38,usd,AMAZON.COM,office,2012-01-01T14:25:11Z
284995,SVB,Debit Card,15.76,usd,BACKCOUNTRY.COM,clothing personal,2012-01-01T02:12:37Z
109071,Chase,Debit Card,136.64,usd,BACKCOUNTRY.COM,clothing personal,2012-01-01T02:01:06Z
990678,Chase,Credit Card,457.91,usd,IRISH BANK,drink personal,2012-01-01T11:34:00Z
779360,Wells Fargo,Debit Card,21.38,usd,EXTREME PIZZA,food,2012-01-01T04:25:37Z
599859,Wells Fargo,Credit Card,74.4,usd,BLOODHOUND,drink personal,2012-01-01T03:05:24Z
902884,Chase,Wire Transfer,1683.13,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-01T13:15:37Z
310265,Chase,Credit Card,178.89,usd,IRISH BANK,drink personal,2012-01-01T19:50:40Z
362152,Chase,Debit Card,98.62,usd,IRISH BANK,drink personal,2012-01-01T19:18:17Z
440056,Chase,Debit Card,59.66,usd,BLOODHOUND,drink personal,2012-01-01T11:54:01Z
686740,Chase,Credit Card,243.45,usd,PATAGONIA,clothing personal,2012-01-01T18:03:04Z
659691,Chase,Debit Card,124.28,usd,CB2,furniture,2012-01-01T08:13:54Z
60447,Chase,Credit Card,319.44,usd,RICKHOUSE,drink personal,2012-01-01T15:44:21Z
323384,Chase,Credit Card,156.35,usd,PATAGONIA,clothing personal,2012-01-01T08:51:55Z
331585,Chase,Credit Card,138.55,usd,REI,clothing personal,2012-01-01T03:18:11Z
949033,Wells Fargo,Credit Card,123.51,usd,REI,clothing personal,2012-01-01T06:39:13Z
395673,SVB,Debit Card,1288.44,usd,CB2,furniture,2012-01-01T05:12:50Z
924242,Chase,Credit Card,176.44,usd,P.C.H.,drink,2012-01-01T17:27:24Z
822056,Chase,Debit Card,288.48,usd,RICKHOUSE,drink personal,2012-01-01T01:34:55Z
936990,SVB,Debit Card,20.55,usd,BRAINWASH,food personal,2012-01-01T23:06:30Z
103469,SVB,Credit Card,207.85,usd,BOSE,office,2012-01-01T15:27:32Z
13665,Chase,Credit Card,228.88,usd,PATAGONIA,clothing personal,2012-01-01T11:45:16Z
439838,Wells Fargo,Debit Card,1350.07,usd,CB2,furniture,2012-01-01T03:28:17Z
494007,SVB,Credit Card,726.49,usd,CB2,furniture,2012-01-01T12:51:52Z
410192,SVB,Credit Card,132.23,usd,BACKCOUNTRY.COM,clothing personal,2012-01-02T08:57:24Z
247071,Wells Fargo,Wire Transfer,1143.51,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-02T13:36:20Z
556153,Chase,Credit Card,471.34,usd,IRISH BANK,drink personal,2012-01-02T15:22:22Z
1307,SVB,Wire Transfer,4515.7,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-02T05:50:07Z
857017,SVB,Debit Card,868.92,usd,CRATE AND BARREL,furniture,2012-01-02T11:59:05Z
340121,Wells Fargo,Credit Card,202.69,usd,PATAGONIA,clothing personal,2012-01-02T06:52:47Z
236695,Wells Fargo,Debit Card,1.38,usd,"STARBUCKS, INC.",food drink,2012-01-02T15:18:41Z
469698,Chase,Debit Card,274.88,usd,BOSE,office,2012-01-02T01:27:03Z
941944,Wells Fargo,Credit Card,194.08,usd,PATAGONIA,clothing personal,2012-01-02T00:24:29Z
827820,Wells Fargo,Credit Card,12.6,usd,BLOODHOUND,drink personal,2012-01-02T16:05:56Z
102846,Chase,Debit Card,7.07,usd,"STARBUCKS, INC.",food drink personal,2012-01-02T22:29:11Z
661802,SVB,Credit Card,247.04,usd,RICKHOUSE,drink personal,2012-01-02T09:23:42Z
792107,SVB,Debit Card,173.52,usd,PATAGONIA,clothing personal,2012-01-02T18:05:58Z
593211,Chase,Debit Card,90.97,usd,BLOODHOUND,drink personal,2012-01-02T03:07:00Z
245828,Wells Fargo,Debit Card,296.47,usd,BOSE,office,2012-01-02T00:05:30Z
422069,Wells Fargo,Debit Card,19.72,usd,BRAINWASH,food personal,2012-01-02T17:28:49Z
486495,Chase,Debit Card,30.72,usd,IRISH BANK,drink personal,2012-01-02T15:05:01Z
796365,SVB,Debit Card,85.54,usd,BLOODHOUND,drink personal,2012-01-02T05:36:21Z
685965,SVB,Credit Card,221.24,usd,RICKHOUSE,drink personal,2012-01-02T20:49:46Z
349242,Wells Fargo,Debit Card,208.77,usd,PATAGONIA,clothing personal,2012-01-02T08:09:53Z
112598,Wells Fargo,Credit Card,229.36,usd,BOSE,office,2012-01-02T00:43:07Z
994077,Wells Fargo,Debit Card,145.7,usd,REI,clothing personal,2012-01-02T00:06:26Z
351343,Chase,Credit Card,860.3,usd,AMAZON.COM,office,2012-01-02T21:42:39Z
837291,SVB,Credit Card,202.59,usd,BOSE,office,2012-01-02T01:04:25Z
865049,SVB,Credit Card,157.66,usd,REI,clothing personal,2012-01-02T05:17:05Z
927126,Wells Fargo,Debit Card,1707.85,usd,CRATE AND BARREL,furniture,2012-01-02T00:07:50Z
166803,Wells Fargo,Wire Transfer,1893.5,usd,AMAZON.COM,office,2012-01-02T13:04:12Z
415559,SVB,Credit Card,285.04,usd,PATAGONIA,clothing personal,2012-01-02T23:56:46Z
425779,SVB,Credit Card,5.82,usd,"STARBUCKS, INC.",food drink personal,2012-01-02T20:30:53Z
875715,Wells Fargo,Debit Card,351.3,usd,CB2,furniture,2012-01-02T06:56:50Z
92121,SVB,Debit Card,26.81,usd,EXTREME PIZZA,food personal,2012-01-02T02:09:15Z
817312,SVB,Wire Transfer,8067.46,usd,VACLAV DESIGN SERVICES,contractor,2012-01-02T13:52:56Z
63953,Chase,Wire Transfer,1152.19,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-02T03:50:22Z
471185,Wells Fargo,Credit Card,15.53,usd,EXTREME PIZZA,food personal,2012-01-02T05:35:41Z
516834,Chase,Credit Card,27.3,usd,EXTREME PIZZA,food personal,2012-01-02T09:38:51Z
745305,Wells Fargo,Debit Card,227.28,usd,BOSE,office,2012-01-02T05:08:25Z
265882,Chase,Debit Card,213.87,usd,BOSE,office,2012-01-02T17:41:15Z
818265,Chase,Debit Card,6.64,usd,"STARBUCKS, INC.",food drink,2012-01-02T03:54:29Z
730799,SVB,Credit Card,172.66,usd,BACKCOUNTRY.COM,clothing personal,2012-01-02T08:20:55Z
699425,Chase,Credit Card,143.28,usd,P.C.H.,drink personal,2012-01-02T00:39:14Z
293785,Chase,Debit Card,298.1,usd,REI,clothing personal,2012-01-02T01:08:43Z
621464,Wells Fargo,Debit Card,29.08,usd,BRAINWASH,food personal,2012-01-02T10:14:12Z
152012,Chase,Credit Card,165.36,usd,PATAGONIA,clothing personal,2012-01-02T19:16:03Z
626370,SVB,Credit Card,6.21,usd,"STARBUCKS, INC.",food drink personal,2012-01-02T09:21:09Z
376466,Chase,Debit Card,17.84,usd,BRAINWASH,food personal,2012-01-02T05:32:20Z
232614,SVB,Wire Transfer,2288.01,usd,AMAZON.COM,office,2012-01-02T01:53:23Z
930359,Chase,Wire Transfer,1453.57,usd,AMAZON.COM,office,2012-01-02T21:34:21Z
97946,SVB,Debit Card,885.17,usd,AMAZON.COM,office,2012-01-02T13:54:09Z
206242,SVB,Debit Card,7.36,usd,"STARBUCKS, INC.",food drink,2012-01-02T14:34:14Z
188753,Wells Fargo,Credit Card,7.48,usd,"STARBUCKS, INC.",food drink,2012-01-02T00:15:22Z
183759,Chase,Credit Card,202.21,usd,REI,clothing personal,2012-01-02T03:51:55Z
509216,SVB,Wire Transfer,2982.61,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-02T06:49:23Z
984762,SVB,Wire Transfer,2513.97,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-02T15:05:50Z
403791,Chase,Credit Card,86.44,usd,BACKCOUNTRY.COM,clothing personal,2012-01-02T05:21:24Z
423440,Chase,Debit Card,120.13,usd,REI,clothing personal,2012-01-02T09:42:45Z
436015,Chase,Debit Card,206.8,usd,BOSE,office,2012-01-02T20:38:31Z
243392,Chase,Debit Card,950.6,usd,CB2,furniture,2012-01-02T03:19:00Z
731854,SVB,Debit Card,149.13,usd,P.C.H.,drink,2012-01-02T13:06:59Z
968295,Wells Fargo,Debit Card,240.17,usd,REI,clothing personal,2012-01-02T07:04:11Z
669173,Wells Fargo,Credit Card,13.3,usd,BRAINWASH,food personal,2012-01-02T20:13:04Z
565,SVB,Debit Card,65.23,usd,BLOODHOUND,drink personal,2012-01-02T20:57:02Z
383098,SVB,Wire Transfer,4552.75,usd,VACLAV DESIGN SERVICES,contractor,2012-01-02T12:01:16Z
135505,SVB,Debit Card,190.59,usd,IRISH BANK,drink personal,2012-01-02T04:11:16Z
716615,Wells Fargo,Credit Card,47.06,usd,IRISH BANK,drink personal,2012-01-02T22:24:37Z
628784,Wells Fargo,Debit Card,1635.49,usd,CRATE AND BARREL,furniture,2012-01-02T05:08:40Z
690583,Wells Fargo,Debit Card,70.91,usd,BLOODHOUND,drink,2012-01-02T13:41:54Z
603010,Wells Fargo,Wire Transfer,1442.63,usd,AMAZON.COM,office,2012-01-02T13:30:20Z
515807,Chase,Debit Card,244.45,usd,PATAGONIA,clothing personal,2012-01-02T18:17:52Z
302288,Chase,Debit Card,9.45,usd,BACKCOUNTRY.COM,clothing personal,2012-01-02T10:11:01Z
976906,Chase,Credit Card,1450.17,usd,CB2,furniture,2012-01-02T13:22:14Z
398397,Chase,Credit Card,1214.79,usd,CB2,furniture,2012-01-02T04:08:14Z
175776,Wells Fargo,Credit Card,100.53,usd,RICKHOUSE,drink,2012-01-02T16:52:37Z
783594,Chase,Credit Card,22.33,usd,BRAINWASH,food,2012-01-02T13:09:51Z
664621,Chase,Debit Card,72.69,usd,P.C.H.,drink,2012-01-02T08:22:43Z
168164,Wells Fargo,Debit Card,308.92,usd,RICKHOUSE,drink personal,2012-01-02T21:24:18Z
8942,Chase,Credit Card,20.58,usd,BRAINWASH,food personal,2012-01-02T08:24:39Z
827125,SVB,Credit Card,1.33,usd,"STARBUCKS, INC.",food drink personal,2012-01-02T21:15:19Z
878444,Wells Fargo,Credit Card,446.34,usd,AMAZON.COM,office personal,2012-01-02T16:28:02Z
386595,Chase,Debit Card,1470.09,usd,CB2,furniture,2012-01-02T18:57:28Z
90452,Wells Fargo,Credit Card,393.44,usd,CB2,furniture,2012-01-02T21:35:34Z
362694,Chase,Debit Card,280.53,usd,BOSE,office,2012-01-02T23:28:46Z
708466,Wells Fargo,Credit Card,2.06,usd,"STARBUCKS, INC.",food drink personal,2012-01-02T14:10:46Z
519355,SVB,Debit Card,184.93,usd,CB2,furniture,2012-01-02T21:52:54Z
740124,SVB,Wire Transfer,1746.52,usd,AMAZON.COM,office,2012-01-02T20:49:19Z
441963,Chase,Wire Transfer,7760.13,usd,VACLAV DESIGN SERVICES,contractor,2012-01-02T11:34:58Z
237939,SVB,Debit Card,1.18,usd,"STARBUCKS, INC.",food drink personal,2012-01-02T10:52:13Z
364880,Chase,Credit Card,34.77,usd,BACKCOUNTRY.COM,clothing personal,2012-01-02T16:45:02Z
299960,Wells Fargo,Debit Card,18.7,usd,EXTREME PIZZA,food personal,2012-01-02T01:15:27Z
422762,SVB,Credit Card,269.43,usd,PATAGONIA,clothing personal,2012-01-02T18:33:08Z
148150,Wells Fargo,Debit Card,293.58,usd,RICKHOUSE,drink personal,2012-01-02T04:24:59Z
6968,SVB,Debit Card,7.67,usd,"STARBUCKS, INC.",food drink,2012-01-02T00:35:19Z
213760,Chase,Wire Transfer,1905.62,usd,VACLAV DESIGN SERVICES,contractor,2012-01-02T10:25:57Z
333984,Wells Fargo,Debit Card,651.12,usd,CRATE AND BARREL,furniture,2012-01-02T18:52:36Z
680404,Wells Fargo,Debit Card,24.57,usd,BRAINWASH,food personal,2012-01-02T08:24:25Z
89684,Chase,Wire Transfer,2272.77,usd,VACLAV DESIGN SERVICES,contractor,2012-01-02T19:47:55Z
458643,SVB,Credit Card,192.63,usd,REI,clothing personal,2012-01-02T13:47:45Z
159381,Wells Fargo,Credit Card,153.12,usd,P.C.H.,drink personal,2012-01-02T10:14:01Z
56262,SVB,Debit Card,151.19,usd,IRISH BANK,drink personal,2012-01-02T01:34:30Z
503186,Wells Fargo,Wire Transfer,1290.42,usd,AMAZON.COM,office,2012-01-02T12:28:20Z
992688,SVB,Credit Card,211.85,usd,CB2,furniture,2012-01-02T19:22:39Z
971278,Chase,Credit Card,166.28,usd,REI,clothing personal,2012-01-03T03:39:25Z
74114,Chase,Credit Card,20.81,usd,BLOODHOUND,drink personal,2012-01-03T06:34:19Z
402248,Chase,Credit Card,37.41,usd,P.C.H.,drink personal,2012-01-03T09:58:59Z
643282,SVB,Debit Card,17.27,usd,EXTREME PIZZA,food personal,2012-01-03T22:46:51Z
421085,SVB,Credit Card,178.74,usd,PATAGONIA,clothing personal,2012-01-03T22:54:14Z
668078,SVB,Debit Card,166.79,usd,P.C.H.,drink,2012-01-03T16:01:13Z
77624,Chase,Credit Card,186.13,usd,REI,clothing personal,2012-01-03T17:25:11Z
675526,Chase,Debit Card,139.22,usd,PATAGONIA,clothing personal,2012-01-03T08:54:33Z
11290,Wells Fargo,Wire Transfer,2590.04,usd,VACLAV DESIGN SERVICES,contractor,2012-01-03T18:51:06Z
661407,Wells Fargo,Debit Card,168.7,usd,P.C.H.,drink,2012-01-03T07:29:23Z
347791,Wells Fargo,Debit Card,219.86,usd,BOSE,office,2012-01-03T23:02:32Z
275807,Wells Fargo,Debit Card,216.92,usd,BOSE,office,2012-01-03T04:49:01Z
491895,Chase,Wire Transfer,1257.55,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-03T14:11:30Z
900755,Chase,Debit Card,51.72,usd,BLOODHOUND,drink personal,2012-01-03T11:58:02Z
498524,Chase,Debit Card,212.14,usd,BOSE,office,2012-01-03T16:49:35Z
841479,Chase,Debit Card,144.0,usd,RICKHOUSE,drink personal,2012-01-03T11:20:41Z
29412,Wells Fargo,Wire Transfer,3577.94,usd,VACLAV DESIGN SERVICES,contractor,2012-01-03T21:29:35Z
966676,Wells Fargo,Debit Card,169.06,usd,P.C.H.,drink personal,2012-01-03T20:55:30Z
94271,Chase,Credit Card,316.76,usd,IRISH BANK,drink personal,2012-01-03T03:31:00Z
294589,Wells Fargo,Credit Card,359.04,usd,IRISH BANK,drink personal,2012-01-03T17:15:30Z
186479,Chase,Debit Card,15.01,usd,BRAINWASH,food personal,2012-01-03T00:20:00Z
751009,Wells Fargo,Credit Card,285.58,usd,PATAGONIA,clothing personal,2012-01-03T14:16:31Z
522634,SVB,Debit Card,23.86,usd,BRAINWASH,food personal,2012-01-03T23:58:22Z
858247,Chase,Credit Card,17.92,usd,BRAINWASH,food personal,2012-01-03T13:25:24Z
109627,SVB,Credit Card,19.52,usd,BRAINWASH,food personal,2012-01-03T21:10:24Z
571505,Wells Fargo,Wire Transfer,4004.01,usd,VACLAV DESIGN SERVICES,contractor,2012-01-03T01:11:05Z
828058,SVB,Credit Card,31.18,usd,RICKHOUSE,drink personal,2012-01-03T17:40:52Z
130293,SVB,Credit Card,23.29,usd,BLOODHOUND,drink personal,2012-01-03T18:44:17Z
2747,SVB,Debit Card,189.29,usd,PATAGONIA,clothing personal,2012-01-03T13:52:59Z
537694,Chase,Wire Transfer,2741.61,usd,AMAZON.COM,office,2012-01-03T19:35:28Z
399728,SVB,Credit Card,161.26,usd,BOSE,office,2012-01-03T13:54:18Z
893409,Chase,Credit Card,17.05,usd,EXTREME PIZZA,food personal,2012-01-03T07:14:52Z
727449,SVB,Debit Card,148.28,usd,BACKCOUNTRY.COM,clothing personal,2012-01-03T20:22:44Z
975930,SVB,Credit Card,6.91,usd,"STARBUCKS, INC.",food drink personal,2012-01-03T13:56:12Z
13326,Wells Fargo,Credit Card,358.32,usd,IRISH BANK,drink personal,2012-01-03T16:38:21Z
393927,Wells Fargo,Credit Card,99.79,usd,BACKCOUNTRY.COM,clothing personal,2012-01-03T01:48:24Z
695064,SVB,Credit Card,64.05,usd,BLOODHOUND,drink,2012-01-03T01:49:26Z
821342,SVB,Credit Card,707.25,usd,AMAZON.COM,office,2012-01-03T02:56:25Z
772850,SVB,Debit Card,728.67,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-03T22:49:33Z
811367,Wells Fargo,Debit Card,15.99,usd,EXTREME PIZZA,food,2012-01-03T00:11:41Z
806577,Wells Fargo,Debit Card,38.81,usd,EXTREME PIZZA,food,2012-01-03T03:11:18Z
280283,SVB,Debit Card,7.0,usd,"STARBUCKS, INC.",food drink personal,2012-01-03T04:59:58Z
350110,Wells Fargo,Debit Card,88.27,usd,BLOODHOUND,drink personal,2012-01-03T11:00:46Z
254152,SVB,Debit Card,13.3,usd,BRAINWASH,food personal,2012-01-03T13:30:53Z
241118,Wells Fargo,Credit Card,290.73,usd,BOSE,office,2012-01-03T04:24:18Z
53235,SVB,Credit Card,103.19,usd,P.C.H.,drink,2012-01-03T22:58:56Z
389909,Chase,Credit Card,962.37,usd,AMAZON.COM,office,2012-01-03T15:22:59Z
937771,Wells Fargo,Credit Card,79.68,usd,BLOODHOUND,drink personal,2012-01-03T06:34:50Z
437521,Wells Fargo,Debit Card,389.39,usd,RICKHOUSE,drink personal,2012-01-03T02:12:57Z
257167,SVB,Debit Card,147.71,usd,REI,clothing personal,2012-01-03T10:43:44Z
881492,SVB,Credit Card,287.23,usd,BOSE,office,2012-01-03T18:59:40Z
47517,Chase,Debit Card,236.88,usd,REI,clothing personal,2012-01-03T00:39:36Z
408022,Wells Fargo,Credit Card,108.73,usd,P.C.H.,drink,2012-01-03T16:53:49Z
498451,Wells Fargo,Credit Card,90.57,usd,BLOODHOUND,drink personal,2012-01-03T14:58:47Z
92855,SVB,Debit Card,18.12,usd,BRAINWASH,food,2012-01-03T03:24:42Z
51095,Wells Fargo,Wire Transfer,2214.99,usd,AMAZON.COM,office personal,2012-01-03T09:16:01Z
572563,Wells Fargo,Credit Card,32.28,usd,RICKHOUSE,drink personal,2012-01-03T10:17:01Z
15413,Wells Fargo,Debit Card,77.28,usd,P.C.H.,drink personal,2012-01-03T01:26:48Z
279502,Chase,Debit Card,276.04,usd,BOSE,office,2012-01-03T05:13:22Z
535511,Chase,Debit Card,53.27,usd,RICKHOUSE,drink personal,2012-01-03T20:28:03Z
430403,Chase,Credit Card,5.05,usd,BACKCOUNTRY.COM,clothing personal,2012-01-03T02:55:21Z
187801,SVB,Debit Card,417.52,usd,AMAZON.COM,office,2012-01-03T21:52:58Z
529955,Chase,Wire Transfer,1353.25,usd,AMAZON.COM,office,2012-01-03T13:04:09Z
685398,SVB,Debit Card,98.54,usd,RICKHOUSE,drink personal,2012-01-03T11:19:50Z
161184,SVB,Debit Card,6.75,usd,"STARBUCKS, INC.",food drink personal,2012-01-03T21:24:22Z
677874,Chase,Wire Transfer,1295.98,usd,AMAZON.COM,office,2012-01-03T21:23:45Z
12444,Chase,Wire Transfer,2829.23,usd,FATEMA OFFICE DESIGN SERVICES,contractor,2012-01-03T05:15:17Z
993048,Chase,Credit Card,126.3,usd,CB2,furniture,2012-01-03T00:08:36Z
133084,SVB,Debit Card,5.37,usd,"STARBUCKS, INC.",food drink personal,2012-01-03T19:19:55Z
143765,SVB,Debit Card,166.54,usd,BOSE,office,2012-01-03T22:12:57Z
11852,Chase,Debit Card,172.24,usd,BOSE,office,2012-01-03T19:10:07Z
622191,Wells Fargo,Debit Card,3.72,usd,"STARBUCKS, INC.",food drink personal,2012-01-03T07:14:34Z
73493,SVB,Debit Card,134.0,usd,REI,clothing personal,2012-01-03T23:30:24Z
345289,SVB,Debit Card,1160.24,usd,CB2,furniture,2012-01-03T03:17:55Z
1600,Chase,Debit Card,135.76,usd,BACKCOUNTRY.COM,clothing personal,2012-01-03T05:00:35Z
830111,Chase,Debit Card,251.16,usd,REI,clothing personal,2012-01-03T01:09:21Z
56702,Chase,Wire Transfer,1428.44,usd,AMAZON.COM,office personal,2012-01-03T09:10:13Z
799704,SVB,Debit Card,20.56,usd,EXTREME PIZZA,food personal,2012-01-03T16:26:50Z
